report_date,market_name,contract_code,open_interest,dealer_long,dealer_short,asset_manager_long,asset_manager_short,leveraged_long,leveraged_short,other_long,other_short,nonreportable_long,nonreportable_short,symbol,available_at,leveraged_net,leveraged_net_pct_oi,leveraged_weekly_change,leveraged_percentile,leveraged_zscore,asset_manager_net,asset_manager_net_pct_oi,asset_manager_weekly_change,asset_manager_percentile,asset_manager_zscore,dealer_net,dealer_net_pct_oi,dealer_weekly_change,other_net,other_net_pct_oi,other_weekly_change,nonreportable_net,nonreportable_net_pct_oi,nonreportable_weekly_change,date,close,price_sma,price_momentum,price_normalized,state,extreme_direction,proxy_symbol
2019-10-29,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,229678,33228,58286,91178,45389,58765,60293,3445,13848,32965,41765,NQ,2019-11-01 15:30:00-04:00,-1528,-0.6652792169907435,4.544947588639663,57.692307692307686,-0.030517187272832067,45789,19.93617150967877,0.2946029610338492,90.38461538461539,1.2473584154213273,-25058,-10.910056688058935,-4.685461567622679,-10403,-4.5293846167242835,0.9758813295475361,-8800,-3.8314509879048058,-1.1299703115983668,2019-11-01,205.10000610351562,187.26400146484374,0.0732600709202303,381.8033854166667,NORMAL,,QQQ
2019-11-05,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,226851,34640,55666,91500,38568,53310,65047,3872,11744,32655,44952,NQ,2019-11-08 15:30:00-05:00,-11737,-5.173880652939594,-4.508601435948851,38.46153846153847,-0.4557540530362831,52932,23.33337741513152,3.3972059054527506,97.43589743589743,1.5818112911272857,-21026,-9.26863888631745,1.6414178017414844,-7872,-3.470119153100493,1.0592654636237904,-12297,-5.420738722773979,-1.5892877348691736,,,,,,NORMAL,,QQQ
2019-11-12,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,231853,33710,55271,95303,40313,54419,67284,3587,12088,32413,44476,NQ,2019-11-15 15:30:00-05:00,-12865,-5.54877443897642,-0.374893786036826,35.256410256410255,-0.4879918268383121,54990,23.71761417794896,0.3842367628174408,97.43589743589743,1.600527641403596,-21561,-9.29942679197595,-0.030787905658499426,-8501,-3.666547338184108,-0.1964281850836147,-12063,-5.2028656088124805,0.2178731139614989,,,,,,NORMAL,,QQQ
2019-11-19,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,232945,32184,49591,97249,38582,51824,71753,3651,12645,33566,45903,NQ,2019-11-22 15:30:00-05:00,-19929,-8.555238360986499,-3.006463922010078,25.0,-0.7927827116617918,58667,25.184914894073707,1.4673007161247469,98.71794871794873,1.7264193711379647,-17407,-7.472579364227608,1.8268474277483424,-8994,-3.860997231106055,-0.19444989292194714,-12337,-5.296099937753547,-0.0932343289410662,,,,,,NORMAL,,QQQ
2019-11-26,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,224422,33409,43399,98307,38167,41497,71777,3870,12659,34445,45526,NQ,2019-11-29 15:30:00-05:00,-30280,-13.492438352746166,-4.937199991759668,7.6923076923076925,-1.2996454085646727,60140,26.797729277878283,1.6128143838045759,99.35897435897436,1.8634511136498129,-9990,-4.451435242534155,3.021144121693453,-8789,-3.916282717380649,-0.055285486274593953,-11081,-4.9375729652173135,0.3585269725362332,2019-12-01,212.61000061035156,191.20600128173828,0.13410145210407198,395.7835962496364,EXTREME_SHORT,short,QQQ
2019-12-03,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,210730,41118,38006,81196,39022,34927,61838,4251,13781,33554,42399,NQ,2019-12-06 15:30:00-05:00,-26911,-12.770369667346841,0.722068685399325,10.256410256410255,-1.2071350476374885,42174,20.013287144687514,-6.784442133190769,87.82051282051282,1.173162910036629,3112,1.4767712238409338,5.928206466375088,-9530,-4.522374602572012,-0.606091885191363,-8845,-4.197314098609596,0.7402588666077179,,,,,,UNWINDING_SHORT,short,QQQ
2019-12-10,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,213003,45833,34706,71316,37986,37545,64521,4833,13288,34699,43725,NQ,2019-12-13 15:30:00-05:00,-26976,-12.664610357600598,0.1057593097462437,11.538461538461538,-1.1807834100759378,33330,15.647666934268532,-4.365620210418982,74.35897435897436,0.7349246676839729,11127,5.223870086336812,3.7470988624958785,-8455,-3.9694276606432775,0.5529469419287345,-9026,-4.237499002361469,-0.040184903751873335,,,,,,UNWINDING_SHORT,short,QQQ
2019-12-17,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,276325,42973,37142,65714,42245,56441,72755,5731,10294,36169,44592,NQ,2019-12-20 15:30:00-05:00,-16314,-5.90391748846467,6.760692869135927,35.8974358974359,-0.4606102369729591,23469,8.493259748484574,-7.154407185783958,50.0,0.030947200629389965,5831,2.110196326789107,-3.113673759547705,-4563,-1.6513163846919388,2.3181112759513387,-8423,-3.0482222021170724,1.1892768002443965,,,,,,UNWINDING_SHORT,short,QQQ
2019-12-24,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,211094,21883,49985,83795,41957,53046,57349,4916,11191,32952,36110,NQ,2019-12-27 15:30:00-05:00,-4303,-2.038428377879049,3.8654891105856213,57.692307692307686,-0.04503026315827939,41838,19.819606431258112,11.326346682773538,86.53846153846155,1.1419210891818448,-28102,-13.312552701640028,-15.422749028429134,-6275,-2.972609358863824,-1.321292974171885,-3158,-1.496015992875212,1.5522062092418605,2020-01-01,219.07000732421875,195.14700164794922,0.1602669888083355,407.80920502472367,CONFIRMED_BULLISH,short,QQQ
2019-12-31,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,216734,21743,57643,81146,40447,58921,58007,4774,11145,36716,36058,NQ,2020-01-03 15:30:00-05:00,914,0.4217150977696162,2.4601434756486653,66.02564102564102,0.23011643187720796,40699,18.77831812267572,-1.0412883085823914,83.97435897435898,1.0361893309884351,-35900,-16.564083161848163,-3.2515304602081354,-6371,-2.9395480173853663,0.03306134147845752,658,0.30359795878819196,1.799613951663404,,,,,,NORMAL,,QQQ
2020-01-07,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,210289,21830,47504,77914,44759,54684,51020,4817,11639,35722,40045,NQ,2020-01-10 15:30:00-05:00,3664,1.7423640799090776,1.3206489821394614,70.51282051282051,0.3839247177408431,33155,15.76639767177551,-3.0119204509002113,74.35897435897436,0.7389425495481494,-25674,-12.208912496611806,4.355170665236358,-6822,-3.2441069195250347,-0.3045589021396684,-4323,-2.055742335547746,-2.359340294335938,,,,,,NORMAL,,QQQ
2020-01-14,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,215871,21929,50801,77012,37277,60052,64650,5697,9850,36492,38604,NQ,2020-01-17 15:30:00-05:00,-4598,-2.1299757725678763,-3.872339852476954,55.769230769230774,-0.026708551685565324,39735,18.406826299039704,2.6404286272641944,82.6923076923077,0.9961430216069537,-28872,-13.374654307433607,-1.1657418108218014,-4153,-1.9238341416864702,1.3202727778385646,-2112,-0.9783620773517517,1.0773802581959941,,,,,,NORMAL,,QQQ
2020-01-21,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,216925,26081,46324,77499,44071,60317,62364,4771,10278,35411,41042,NQ,2020-01-24 15:30:00-05:00,-2047,-0.9436441166301717,1.1863316559377046,63.46153846153846,0.11207485226581655,33428,15.409934309093005,-2.9968919899466986,71.7948717948718,0.7029060452833042,-20243,-9.33179670392993,4.042857603503677,-5507,-2.538665437363144,-0.6148312956766737,-5631,-2.595828051169759,-1.6174659738180073,,,,,,NORMAL,,QQQ
2020-01-28,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,206168,24103,47055,77879,40610,50139,54112,6088,9426,35802,42808,NQ,2020-01-31 15:30:00-05:00,-3973,-1.9270691862946723,-0.9834250696645006,58.97435897435898,0.01518374552757199,37269,18.077005160839704,2.667070851746699,80.76923076923077,0.9601132015166228,-22952,-11.132668503356486,-1.800871799426556,-3338,-1.619067944588879,0.919597492774265,-7006,-3.3981995265996665,-0.8023714754299074,2020-02-01,205.8000030517578,196.77300262451172,0.04424599725840412,383.1064629235747,NORMAL,,QQQ
2020-02-04,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,204786,34460,42286,74245,41805,41865,53258,6128,9143,34826,45032,NQ,2020-02-07 15:30:00-05:00,-11393,-5.563368589649683,-3.636299403355011,38.46153846153847,-0.37674591567694515,32440,15.840926625843563,-2.2360785349961407,74.35897435897436,0.7406626005824826,-7826,-3.8215503012901273,7.311118202066359,-3015,-1.4722686121121562,0.14679933247672272,-10206,-4.983739122791597,-1.5855395961919307,,,,,,NORMAL,,QQQ
2020-02-11,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,207829,33813,41890,72888,49763,47331,57433,6257,7867,36020,39356,NQ,2020-02-14 15:30:00-05:00,-10102,-4.860726847552555,0.7026417420971285,44.871794871794876,-0.2898233430584111,23125,11.126936086879118,-4.713990538964445,56.41025641025641,0.2833384528196707,-8077,-3.886368119944762,-0.06481781865463487,-1610,-0.774675334048665,0.6975932780634913,-3336,-1.6051657853331345,3.3785733374584628,,,,,,NORMAL,,QQQ
2020-02-18,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,208321,28761,46569,70924,41607,54482,61529,7040,7413,37061,41150,NQ,2020-02-21 15:30:00-05:00,-7047,-3.3827602594073567,1.4779665881451982,51.28205128205128,-0.11644546646249308,29317,14.072993121192775,2.9460570343136574,66.66666666666666,0.571463270537913,-17808,-8.548346062086875,-4.661977942142112,-373,-0.1790505997955079,0.5956247342531571,-4089,-1.9628361999030342,-0.3576704145698997,,,,,,NORMAL,,QQQ
2020-02-25,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,214665,23960,67641,72148,33201,47624,45397,7669,8658,49361,45865,NQ,2020-02-28 15:30:00-05:00,2227,1.0374304148324134,4.42019067423977,72.43589743589743,0.3885263286967539,38947,18.143153285351595,4.070160164158819,80.76923076923077,0.9648036890351768,-43681,-20.348449910325392,-11.800103848238518,-989,-0.4607178627163254,-0.28166726292081756,3496,1.6285840728577086,3.5914202727607427,2020-03-01,190.39999389648438,198.41800231933593,-0.07167241233338645,354.43861574680045,NORMAL,,QQQ
2020-03-03,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,216843,25980,51877,77560,38893,49190,59888,7429,10968,37230,35763,NQ,2020-03-06 15:30:00-05:00,-10698,-4.933523332549356,-5.9709537473817695,44.871794871794876,-0.2778362397587399,38667,17.83179535424247,-0.311357931109125,78.2051282051282,0.926204899824174,-25897,-11.94274198383162,8.405707926493772,-3539,-1.6320563725829287,-1.1713385098666032,1467,0.6765263347214344,-0.9520577381362741,,,,,,NORMAL,,QQQ
2020-03-10,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,220158,32054,40114,72923,54699,50039,62556,7947,10287,38302,33609,NQ,2020-03-13 15:30:00-04:00,-12517,-5.685462258923137,-0.7519389263737812,37.17948717948718,-0.3552689648530052,18224,8.277691476121694,-9.554103878120776,49.358974358974365,-0.0049777596851018025,-8060,-3.6610070949045683,8.281734888927051,-2340,-1.0628730275529392,0.5691833450299895,4693,2.1316509052589505,1.455124570537516,,,,,,NORMAL,,QQQ
2020-03-17,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,296271,36586,45725,59441,65875,62183,46442,8637,10748,61894,59951,NQ,2020-03-20 15:30:00-04:00,15741,5.313041100883988,10.998503359807126,80.12820512820514,0.9008108096746839,-6434,-2.17166040550712,-10.449351881628814,20.51282051282051,-1.015654849667442,-9139,-3.0846758542010524,0.5763312407035159,-2111,-0.7125233316794422,0.35034969587349707,1943,0.6558184905036267,-1.475832414755324,,,,,,NORMAL,,QQQ
2020-03-24,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,199855,33447,65000,63431,39534,49024,40809,10629,9372,31489,33305,NQ,2020-03-27 15:30:00-04:00,8215,4.110480098071101,-1.202561002812887,79.48717948717949,0.7667354418854622,23897,11.957168947486927,14.128829352994048,58.97435897435898,0.3606952782657962,-31553,-15.787946261039254,-12.703270406838202,1257,0.6289559930949938,1.3414793247744359,-1816,-0.90865877761377,-1.5644772681173968,2020-04-01,218.91000366210938,201.63500213623047,0.02963173431951478,407.51135062172773,NORMAL,,QQQ
2020-03-31,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,186519,35916,40543,60210,38825,38738,45848,11696,13768,26996,34572,NQ,2020-04-03 15:30:00-04:00,-7110,-3.8119440914866582,-7.922424189557759,51.28205128205128,-0.1322369314912529,21385,11.465319886982023,-0.4918490605049044,57.05128205128205,0.32167857218369406,-4627,-2.4807124207185325,13.307233840320722,-2072,-1.110878784466998,-1.7398347775619918,-7576,-4.061784590309834,-3.1531258126960644,,,,,,NORMAL,,QQQ
2020-04-07,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,183367,33060,30868,61496,39491,41939,48728,7435,16379,27657,36121,NQ,2020-04-10 15:30:00-04:00,-6789,-3.702411011796016,0.10953307969064241,51.92307692307693,-0.10803219694689413,22005,12.000523540222614,0.5352036532405915,60.256410256410255,0.37857374981229963,2192,1.195416841634536,3.6761292623530686,-8944,-4.877649740683983,-3.7667709562169853,-8464,-4.615879629377151,-0.5540950390673167,,,,,,NORMAL,,QQQ
2020-04-14,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,177937,32055,26596,65814,33990,35034,54070,7470,17440,26422,34699,NQ,2020-04-17 15:30:00-04:00,-19036,-10.69816845287939,-6.995757441083374,16.666666666666664,-0.9171300910846768,31824,17.884981763208327,5.884458222985712,80.76923076923077,0.9576140328607708,5459,3.067939776437728,1.8725229348031918,-9970,-5.603106717546098,-0.7254569768621142,-8277,-4.6516463692205665,-0.03576673984341561,,,,,,NORMAL,,QQQ
2020-04-21,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,179254,32342,28406,62232,37220,36890,54841,9125,15661,26813,31274,NQ,2020-04-24 15:30:00-04:00,-17951,-10.014281410735604,0.6838870421437857,19.230769230769234,-0.8311713068567651,25012,13.953384582770816,-3.9315971804375103,66.66666666666666,0.5715493548054471,3936,2.19576690059915,-0.872172875838578,-6536,-3.646222678433954,1.9568840391121434,-4461,-2.488647394200408,2.1629989750201584,2020-05-01,233.36000061035156,205.86100158691406,0.06523025885959798,434.41070503381326,NORMAL,,QQQ
2020-04-28,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,181751,33842,35009,63428,37129,34107,51789,9839,14427,27927,30789,NQ,2020-05-01 15:30:00-04:00,-17682,-9.728694752711126,0.2855866580244779,21.794871794871796,-0.7944400637332575,26299,14.469796589839946,0.51641200706913,68.58974358974359,0.6245697566543539,-1167,-0.642087251239333,-2.8378541518384828,-4588,-2.5243327409477803,1.121889937486174,-2862,-1.574681844941706,0.9139655492587022,2020-05-01,233.36000061035156,205.86100158691406,0.06523025885959798,434.41070503381326,NORMAL,,QQQ
2020-05-05,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,184505,34688,47540,64453,31762,34810,48055,9854,13872,28958,31534,NQ,2020-05-08 15:30:00-04:00,-13245,-7.178667244790114,2.550027507921012,32.69230769230769,-0.4674659063237255,32691,17.718219018454786,3.2484224286148393,79.48717948717949,0.9442959425313524,-12852,-6.96566488713043,-6.3235776358910964,-4018,-2.177718761009187,0.34661397993859344,-2576,-1.3961681255250535,0.1785137194166524,,,,,,NORMAL,,QQQ
2020-05-12,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,196564,36072,51464,69920,28919,36804,56060,9042,15883,31134,30646,NQ,2020-05-15 15:30:00-04:00,-19256,-9.796300441586455,-2.6176331967963407,21.794871794871796,-0.7963521183814815,41001,20.858855131153213,3.1406361126984272,90.38461538461539,1.251520685472611,-15392,-7.8305284792739265,-0.8648635921434966,-6841,-3.480291406361287,-1.3025726453521003,488,0.24826519606845607,1.6444333215935096,,,,,,NORMAL,,QQQ
2020-05-19,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,198166,40272,40640,63880,30927,39266,65905,8216,16301,31204,29065,NQ,2020-05-22 15:30:00-04:00,-26639,-13.442770202759302,-3.646469761172847,8.333333333333332,-1.2649037523448579,32953,16.628987818293755,-4.229867312859458,76.92307692307693,0.8340626596281006,-368,-0.1857028955522138,7.644825583721713,-8085,-4.07991280037948,-0.5996213940181931,2139,1.0793980803972427,0.8311328843287866,,,,,,EXTREME_SHORT,short,QQQ
2020-05-26,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,210002,39703,42314,72655,31262,40874,73602,8528,16257,33594,31919,NQ,2020-05-29 15:30:00-04:00,-32728,-15.58461347987162,-2.1418432771123186,3.205128205128205,-1.5378070427700568,41393,19.710764659384196,3.0817768410904414,85.8974358974359,1.1326867511029586,-2611,-1.243321492176265,-1.0576185966240512,-7729,-3.6804411386558225,0.3994716617236578,1675,0.7976114513195113,-0.28178662907773144,2020-06-01,247.60000610351562,211.8740020751953,0.20310982717160259,460.919150396306,EXTREME_SHORT,short,QQQ
2020-06-02,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,209734,42270,43458,73607,32781,41064,70259,8504,15933,29735,32749,NQ,2020-06-05 15:30:00-04:00,-29195,-13.92001296880811,1.6646005110635116,8.333333333333332,-1.3084342495074315,40826,19.465608818789516,-0.24515584059468054,84.61538461538461,1.1028925545392754,-1188,-0.5664317659511572,0.6768897262251078,-7429,-3.5421057148578674,0.13833542379795505,-3014,-1.4370583691723802,-2.2346698204918916,,,,,,EXTREME_SHORT,short,QQQ
2020-06-09,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,216274,49463,37182,72443,32855,37615,76797,6775,12941,30616,37137,NQ,2020-06-12 15:30:00-04:00,-39182,-18.116833276306906,-4.196820307498797,0.641025641025641,-1.8802612229069393,39588,18.304558106845946,-1.1610507119435702,80.76923076923077,0.9844958234217731,12281,5.678444935590964,6.244876701542121,-6166,-2.851013066757909,0.6910926480999584,-6521,-3.015156699372093,-1.5780983301997127,,,,,,EXTREME_SHORT,short,QQQ
2020-06-16,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,228649,37436,45690,78374,24347,35954,75909,7605,15452,32695,30666,NQ,2020-06-19 15:30:00-04:00,-39955,-17.474382131564102,0.6424511447428038,1.282051282051282,-1.7694926647175715,54027,23.628793478213332,5.3242353713673864,95.51282051282051,1.4892213482583319,-8254,-3.6098998902247548,-9.288344825815718,-7847,-3.4318977996842324,-0.5808847329263234,2029,0.8873863432597562,3.902543042631849,,,,,,EXTREME_SHORT,short,QQQ
2020-06-23,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,182561,13762,49004,79756,24875,41059,55853,7930,12595,30130,30310,NQ,2020-06-26 15:30:00-04:00,-14794,-8.103592771731092,9.37078935983301,35.256410256410255,-0.4684329247648227,54881,30.061732790683664,6.432939312470332,100.0,2.103595070081526,-35242,-19.304232557884763,-15.694332667660008,-4665,-2.555310279851666,0.8765875198325666,-180,-0.09859718121614146,-0.9859835244758977,2020-07-01,265.7900085449219,219.57200317382814,0.3959559719808874,494.7807023523851,UNWINDING_SHORT,short,QQQ
2020-06-30,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,194081,14381,55058,82938,24355,46851,58670,7374,12662,31153,31952,NQ,2020-07-03 15:30:00-04:00,-11819,-6.089725423920941,2.0138673478101516,42.94871794871795,-0.1736319318314265,58583,30.184819740211562,0.12308694952789878,100.0,2.0820009761994194,-40677,-20.95877494448194,-1.6545423865971784,-5288,-2.7246355902947736,-0.16932531044310783,-799,-0.411683781513904,-0.31308660029776253,,,,,,UNWINDING_SHORT,short,QQQ
2020-07-07,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,212535,22681,57186,82135,21790,55721,75973,8314,12212,32608,34298,NQ,2020-07-10 15:30:00-04:00,-20252,-9.528783494483262,-3.4390580705623215,26.923076923076923,-0.6546871520167381,60345,28.39297056955325,-1.7918491706583133,98.07692307692307,1.8755571795914407,-34505,-16.23497306326017,4.723801881221771,-3898,-1.83405086221093,0.8905847280838437,-1690,-0.7951631495988896,-0.38347936808498556,,,,,,NORMAL,,QQQ
2020-07-14,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,223283,34911,47287,68793,28190,65539,88883,10375,12310,33358,36306,NQ,2020-07-17 15:30:00-04:00,-23344,-10.454893565564776,-0.9261100710815136,21.153846153846153,-0.7787232814711869,40603,18.184546069338015,-10.208424500215234,78.2051282051282,0.8965092463887179,-12376,-5.54274172238818,10.692231340871992,-1935,-0.8666132217858055,0.9674376404251245,-2948,-1.320297559599253,-0.5251344100003634,,,,,,NORMAL,,QQQ
2020-07-21,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,222203,49651,43445,65920,28945,52543,91702,7065,13133,34734,32688,NQ,2020-07-24 15:30:00-04:00,-39159,-17.623074395935248,-7.168180830370472,1.282051282051282,-1.8231397195122288,36975,16.640189376381056,-1.5443566929569599,72.43589743589743,0.7473422528973274,6206,2.792941589447487,8.335683311835666,-6068,-2.7308362173327994,-1.864222995546994,2046,0.9207796474395035,2.2410772070387566,,,,,,EXTREME_SHORT,short,QQQ
2020-07-28,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,220915,47419,44012,66979,28371,52329,92785,7654,14362,37396,32247,NQ,2020-07-31 15:30:00-04:00,-40456,-18.312925785935768,-0.6898513900005199,0.641025641025641,-1.9314601165463101,38608,17.47640495213091,0.8362155757498542,73.07692307692307,0.8184243822871342,3407,1.5422221216304914,-1.2507194678169957,-6708,-3.036461987642306,-0.30562577030950644,5149,2.3307606998166714,1.409981052377168,2020-08-01,294.8800048828125,229.3520034790039,0.34703759512956694,548.9331097294939,EXTREME_SHORT,short,QQQ
2020-08-04,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,228566,50202,38963,67607,29412,55360,96723,9248,21006,37793,34106,NQ,2020-08-07 15:30:00-04:00,-41363,-18.096742297629568,0.21618348830619993,1.9230769230769231,-1.8879913928518604,38195,16.710709379347758,-0.7656955727831516,71.7948717948718,0.7404476083349739,11239,4.917179283007972,3.3749571613774805,-11758,-5.144247175870427,-2.107785188228121,3687,1.6131008111442646,-0.7176598886724068,,,,,,EXTREME_SHORT,short,QQQ
2020-08-11,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,235063,59328,40945,65736,32071,48712,98928,10051,15811,38323,34395,NQ,2020-08-14 15:30:00-04:00,-50216,-21.362783594185387,-3.2660412965558194,0.0,-2.368593895246681,33665,14.321692482440877,-2.389016896906881,64.1025641025641,0.5134002406973429,18383,7.820456643538115,2.9032773605301436,-5760,-2.4504069121894982,2.6938402636809284,3928,1.671041380395894,0.05794056925162927,,,,,,EXTREME_SHORT,short,QQQ
2020-08-18,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,229944,42824,45096,85562,27117,40061,98485,10885,14816,41206,35024,NQ,2020-08-21 15:30:00-04:00,-58424,-25.407925407925408,-4.04514181374002,0.0,-2.946174513445892,58445,25.417058066311796,11.095365583870919,96.15384615384616,1.530554332270092,-2272,-0.9880666597084508,-8.808523303246567,-3931,-1.7095466722332393,0.7408602399562589,6182,2.6884806735553006,1.0174392931594067,,,,,,EXTREME_SHORT,short,QQQ
2020-08-25,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,234983,41479,43170,83345,28924,43198,100936,12004,13915,43960,37041,NQ,2020-08-28 15:30:00-04:00,-57738,-24.57113918879238,0.8367862191330282,0.641025641025641,-2.727880477721519,54421,23.15954771196214,-2.2575103543496553,91.66666666666666,1.3009743899471113,-1691,-0.7196265261742338,0.2684401335342169,-1911,-0.8132503202359319,0.8962963519973074,6919,2.9444683232404048,0.2559876496851041,2020-09-01,277.8399963378906,236.6260025024414,0.19060676898869525,517.2123259344096,EXTREME_SHORT,short,QQQ
2020-09-01,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,245148,44103,43638,82174,32209,50115,102256,11473,16454,44978,38286,NQ,2020-09-04 15:30:00-04:00,-52141,-21.269192487803288,3.3019467009890917,1.9230769230769231,-2.1692840350765437,49965,20.38156542170444,-2.7779822902577003,84.61538461538461,1.0301549598753954,465,0.18968133535660092,0.9093078615308348,-4981,-2.0318338309918906,-1.2185835107559586,6692,2.7297795617341363,-0.21468876150626848,,,,,,EXTREME_SHORT,short,QQQ
2020-09-08,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,250803,45203,40742,69136,36955,54746,78121,12166,47938,57981,35476,NQ,2020-09-11 15:30:00-04:00,-23375,-9.320063954577895,11.949128533225393,34.61538461538461,-0.4159503295865484,32181,12.831186229829786,-7.550379191874654,56.41025641025641,0.33126820895764514,4461,1.7786868578127055,1.5890055224561046,-35772,-14.26298728484109,-12.231153453849199,22505,8.973178151776494,6.243398590042358,,,,,,UNWINDING_SHORT,short,QQQ
2020-09-15,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,348364,79019,23801,73777,32472,64098,71579,10008,124039,60638,35649,NQ,2020-09-18 15:30:00-04:00,-7481,-2.1474664431456754,7.17259751143222,73.71794871794873,0.6187479307644127,41305,11.856850880113903,-0.9743353497158829,52.56410256410257,0.23551329656435788,55218,15.850661951292327,14.071975093479622,-114031,-32.73329046629387,-18.470303181452785,24989,7.1732440780333215,-1.7999340737431728,,,,,,UNWINDING_SHORT,short,QQQ
2020-09-22,NASDAQ-100 STOCK INDEX (MINI) - CHICAGO MERCANTILE EXCHANGE,209742,332017,124962,9942,74906,32999,64101,45919,10220,200248,49007,34088,NQ,2020-09-25 15:30:00-04:00,18182,5.476225614953451,7.6236920580991265,94.87179487179486,1.7423984811755056,41907,12.621944057081414,0.7650931769675111,55.12820512820513,0.3027742603951386,115020,34.64280443471268,18.792142483420353,-190028,-57.2344187195234,-24.501128253229524,14919,4.493444612775852,-2.67979946525747,2020-10-01,269.3800048828125,242.3030029296875,0.08796445170599543,501.4636507417103,EXTREME_LONG,long,QQQ
